Id,SalePrice
1671,281837.19
1672,341452.63
1673,284504.5
1674,246542.69
1675,200397.87
1676,195825.71
1677,224909.35
1678,346899.36
1679,323927.99
1680,285521.79
1681,228092.31
1682,308277.7
1683,183742.15
1684,172050.86
1685,171737.59
1686,173736.0
1687,164849.51
1688,188326.12
1689,185591.77
1690,180213.92
1691,173962.88
1692,232201.06
1693,163192.26
1694,183221.8
1695,166811.91
1696,286798.01
1697,166010.44
1698,309452.45
1699,297800.92
1700,254372.89
1701,277670.45
1702,248247.85
1703,258132.78
1704,315531.67
1705,221579.7
1706,349707.19
1707,221008.48
1708,230778.34
1709,252514.81
1710,207487.48
1711,224328.24
1712,238062.02
1713,265062.93
1714,223947.2
1715,200240.0
1716,198091.28
1717,171230.11
1718,164975.12
1719,199676.8
1720,257913.01
1721,163740.32
1722,150215.21
1723,160258.37
1724,226140.35
1725,237355.8
1726,200143.6
1727,185651.81
1728,178204.1
1729,163733.71
1730,141183.28
1731,123241.5
1732,131955.5
1733,132270.0
1734,129439.5
1735,126685.5
1736,116526.0
1737,321649.67
1738,218858.12
1739,271620.88
1740,219321.51
1741,205789.32
1742,172075.7
1743,167090.76
1744,322789.96
1745,195394.48
1746,209255.6
1747,185436.0
1748,219172.61
1749,155773.32
1750,150890.5
1751,214422.6
1752,125305.5
1753,164085.0
1754,202706.4
1755,165478.0
1756,129025.5
1757,122838.0
1758,144084.5
1759,159231.62
1760,150563.0
1761,159045.5
1762,180874.4
1763,156561.5
1764,116475.5
1765,186693.02
1766,163892.5
1767,202414.99
1768,141036.5
1769,158943.3
1770,132728.0
1771,138272.12
1772,137209.5
1773,141592.12
1774,165828.11
1775,127637.0
1776,121135.5
1777,113390.5
1778,124458.0
1779,98589.32
1780,171861.9
1781,136740.75
1782,97396.64
1783,123397.58
1784,92762.0
1785,122464.0
1786,150826.24
1787,157957.05
1788,76086.99
1789,101002.32
1790,82220.66
1791,217841.26
1792,153385.5
1793,131688.43
1794,138556.0
1795,138089.5
1796,106420.96
1797,126987.5
1798,120760.25
1799,106204.0
1800,124468.0
1801,138479.84
1802,122901.18
1803,163225.74
1804,142755.5
1805,137533.0
1806,137323.29
1807,185827.0
1808,109956.36
1809,118484.98
1810,142242.72
1811,136343.84
1812,127074.23
1813,122443.0
1814,109581.5
1815,73156.2
1816,95543.0
1817,117775.82
1818,178954.42
1819,115438.32
1820,84226.5
1821,113527.54
1822,146870.63
1823,81873.11
1824,139409.0
1825,125970.64
1826,98297.0
1827,113013.5
1828,135729.12
1829,121658.36
1830,155163.61
1831,176712.17
1832,176616.45
1833,161825.48
1834,118868.2
1835,188100.57
1836,150183.0
1837,113881.0
1838,136008.0
1839,88797.0
1840,172424.0
1841,154314.15
1842,90058.43
1843,146938.0
1844,118273.82
1845,141518.15
1846,156611.5
1847,160436.0
1848,72732.54
1849,99856.14
1850,126777.25
1851,149649.86
1852,125869.29
1853,140531.39
1854,158787.11
1855,131638.07
1856,222591.96
1857,130846.68
1858,169202.77
1859,112902.74
1860,154252.5
1861,111822.74
1862,296560.65
1863,294748.08
1864,294748.08
1865,303154.93
1866,309543.9
1867,237014.13
1868,320848.91
1869,193775.32
1870,217283.48
1871,242626.44
1872,167408.46
1873,230552.07
1874,147020.19
1875,215098.85
1876,209463.06
1877,211926.02
1878,212050.8
1879,130616.0
1880,137206.5
1881,240896.95
1882,256656.95
1883,198598.3
1884,211873.5
1885,271997.24
1886,315495.37
1887,212278.61
1888,297828.5
1889,162235.43
1890,142520.37
1891,147008.97
1892,118939.0
1893,138025.12
1894,168612.5
1895,145754.0
1896,128143.5
1897,118450.0
1898,112660.36
1899,117542.36
1900,125077.93
1901,147959.37
1902,124113.5
1903,219553.4
1904,129998.0
1905,177284.0
1906,151679.64
1907,178242.8
1908,110025.3
1909,132884.47
1910,117569.31
1911,197159.7
1912,263267.89
1913,173016.12
1914,76463.77
1915,298070.44
1916,84331.31
1917,254479.76
1918,136069.0
1919,158799.0
1920,201215.81
1921,348008.12
1922,305636.8
1923,202006.0
1924,220389.22
1925,221874.78
1926,344871.15
1927,133508.5
1928,158192.72
1929,125655.0
1930,138296.04
1931,149036.0
1932,160372.54
1933,168516.5
1934,182129.92
1935,171570.92
1936,186385.4
1937,181309.65
1938,186509.92
1939,248035.0
1940,187874.17
1941,178646.99
1942,196064.24
1943,191866.82
1944,284889.15
1945,343331.55
1946,159399.0
1947,296999.15
1948,172987.7
1949,225420.78
1950,165989.91
1951,237770.69
1952,223900.7
1953,156308.4
1954,183071.54
1955,130409.32
1956,255877.53
1957,164381.0
1958,308066.72
1959,168440.78
1960,117244.0
1961,119916.5
1962,94039.0
1963,100481.5
1964,118452.82
1965,149301.5
1966,145148.34
1967,287166.54
1968,341155.71
1969,351309.25
1970,340358.62
1971,319760.81
1972,328256.32
1973,252231.04
1974,303683.83
1975,355518.01
1976,276976.09
1977,307947.66
1978,276604.69
1979,289241.64
1980,192001.84
1981,324441.25
1982,211130.81
1983,202774.11
1984,167998.1
1985,213775.41
1986,223559.55
1987,181012.53
1988,181260.14
1989,189119.0
1990,210684.57
1991,230502.67
1992,219596.13
1993,171618.86
1994,258972.04
1995,184140.4
1996,259486.7
1997,274929.68
1998,328393.59
1999,250898.45
2000,281345.86
2001,269227.09
2002,235903.41
2003,244830.42
2004,239748.7
2005,213512.87
2006,233510.65
2007,252793.98
2008,209467.62
2009,199900.8
2010,189567.0
2011,168993.61
2012,175576.98
2013,184311.67
2014,188222.8
2015,194414.4
2016,201084.4
2017,196600.2
2018,122028.5
2019,133352.0
2020,129096.0
2021,119848.0
2022,172118.0
2023,142186.37
2024,265148.65
2025,281240.57
2026,184559.32
2027,153635.11
2028,156810.17
2029,169376.95
2030,278342.38
2031,200471.08
2032,258091.11
2033,269182.33
2034,162875.43
2035,206360.4
2036,176021.15
2037,172661.65
2038,273403.13
2039,189809.84
2040,295785.07
2041,278862.66
2042,205415.68
2043,161914.0
2044,172321.0
2045,196788.25
2046,166952.0
2047,148297.5
2048,129912.5
2049,178802.2
2050,177629.41
2051,94695.32
2052,136696.75
2053,145771.25
2054,80777.1
2055,143953.0
2056,125444.36
2057,121792.5
2058,205176.09
2059,124621.0
2060,165571.37
2061,173179.0
2062,134471.0
2063,101627.0
2064,137718.0
2065,124804.5
2066,158631.37
2067,115962.92
2068,170963.8
2069,87534.22
2070,116411.5
2071,90204.82
2072,130383.5
2073,135454.5
2074,176909.97
2075,143286.5
2076,121246.0
2077,143484.0
2078,130181.5
2079,123942.0
2080,116157.0
2081,124960.75
2082,167860.0
2083,138383.0
2084,109529.5
2085,135879.0
2086,143512.66
2087,123849.58
2088,112123.12
2089,85038.22
2090,131702.91
2091,145956.09
2092,136956.55
2093,152538.72
2094,125764.95
2095,143503.87
2096,92761.5
2097,108526.2
2098,134458.37
2099,65431.41
2100,98857.72
2101,144038.63
2102,144337.82
2103,98872.0
2104,189289.0
2105,130228.29
2106,91025.22
2107,245121.96
2108,118021.0
2109,114450.5
2110,125517.5
2111,156951.34
2112,141861.37
2113,121696.5
2114,110731.7
2115,151076.92
2116,116381.5
2117,137935.5
2118,120010.82
2119,115840.58
2120,106823.0
2121,90020.22
2122,104525.01
2123,91093.5
2124,177707.6
2125,150363.42
2126,135576.87
2127,170326.0
2128,149655.11
2129,99445.0
2130,151355.36
2131,148891.87
2132,126949.74
2133,120236.58
2134,121317.64
2135,98727.65
2136,85700.43
2137,121567.29
2138,138820.5
2139,147492.87
2140,131718.5
2141,120683.82
2142,132555.0
2143,140738.82
2144,125762.37
2145,129230.5
2146,140186.5
2147,142268.25
2148,128554.5
2149,137990.0
2150,193560.53
2151,107743.54
2152,179100.4
2153,158326.0
2154,127889.5
2155,125407.4
2156,261261.49
2157,229055.72
2158,243701.17
2159,198115.7
2160,167205.97
2161,245178.41
2162,354921.17
2163,330900.25
2164,232052.82
2165,167301.0
2166,148975.35
2167,214154.5
2168,207903.9
2169,197544.73
2170,218599.76
2171,145189.5
2172,138593.04
2173,163639.89
2174,242962.25
2175,304778.76
2176,333235.49
2177,253642.52
2178,203048.75
2179,144375.04
2180,259982.16
2181,196999.45
2182,223804.53
2183,189288.18
2184,141479.75
2185,116556.82
2186,149342.0
2187,140973.87
2188,139663.64
2189,234360.52
2190,90357.64
2191,90357.64
2192,110435.0
2193,93870.11
2194,98673.58
2195,116164.11
2196,100998.14
2197,129768.25
2198,157021.4
2199,186530.5
2200,118830.0
2201,122595.04
2202,185593.81
2203,129893.0
2204,171696.77
2205,121841.37
2206,127488.25
2207,196022.71
2208,206642.0
2209,192895.4
2210,120721.64
2211,116774.5
2212,115272.12
2213,112946.24
2214,154604.0
2215,96874.0
2216,158434.0
2217,82672.31
2218,93794.12
2219,88462.04
2220,75494.32
2221,298700.1
2222,237093.24
2223,267099.02
2224,216478.4
2225,123397.52
2226,230774.86
2227,209554.98
2228,284371.58
2229,223641.22
2230,160884.67
2231,210130.3
2232,196070.67
2233,184687.27
2234,253426.15
2235,222401.42
2236,285178.06
2237,330639.85
2238,209492.66
2239,146476.54
2240,174557.91
2241,156024.0
2242,135057.0
2243,126865.78
2244,100868.11
2245,90055.22
2246,153855.0
2247,107378.83
2248,125520.0
2249,125100.32
2250,139834.02
2251,142301.35
2252,175317.0
2253,156100.71
2254,168332.99
2255,190859.1
2256,171535.23
2257,221430.42
2258,176079.77
2259,182076.95
2260,157126.5
2261,180992.59
2262,192434.65
2263,305516.39
2264,300288.53
2265,170193.0
2266,254839.23
2267,327594.52
2268,335752.6
2269,169400.62
2270,168167.56
2271,213569.5
2272,183555.87
2273,170684.9
2274,169258.64
2275,159885.4
2276,162259.0
2277,199147.1
2278,154165.5
2279,117924.5
2280,119565.82
2281,183116.97
2282,202430.54
2283,104653.37
2284,115669.12
2285,149126.47
2286,128483.5
2287,330106.25
2288,250269.08
2289,321883.71
2290,337583.97
2291,280340.38
2292,341223.38
2293,332627.11
2294,280585.56
2295,345816.73
2296,279110.72
2297,287455.59
2298,242264.96
2299,275455.52
2300,306106.28
2301,232868.29
2302,238615.82
2303,240644.35
2304,250698.74
2305,187149.2
2306,187416.7
2307,195427.73
2308,223035.74
2309,263736.27
2310,197185.77
2311,209192.45
2312,174635.0
2313,177655.6
2314,167274.52
2315,170994.08
2316,183184.94
2317,179131.23
2318,172748.24
2319,172096.38
2320,184487.1
2321,261559.39
2322,169443.41
2323,164241.5
2324,166526.71
2325,213178.66
2326,160550.52
2327,202457.18
2328,218098.14
2329,184669.82
2330,181416.81
2331,306057.85
2332,299889.01
2333,303075.21
2334,258518.92
2335,260529.4
2336,318383.25
2337,203801.03
2338,289238.91
2339,242004.88
2340,352853.59
2341,212158.44
2342,250090.97
2343,219495.23
2344,226826.4
2345,239881.27
2346,196437.89
2347,186919.84
2348,216095.27
2349,177124.84
2350,243774.35
2351,249877.12
2352,250531.57
2353,261123.56
2354,150090.99
2355,168347.02
2356,154729.67
2357,203555.61
2358,202032.0
2359,120813.5
2360,116657.0
2361,136598.5
2362,276091.4
2363,143953.5
2364,147900.5
2365,216546.61
2366,177438.88
2367,234247.98
2368,207754.46
2369,228553.43
2370,168958.19
2371,171663.4
2372,187577.52
2373,269457.94
2374,285817.34
2375,240032.62
2376,249875.68
2377,315934.39
2378,129372.54
2379,223370.45
2380,140741.5
2381,163501.0
2382,177587.4
2383,210988.15
2384,247571.95
2385,149179.0
2386,140655.0
2387,129627.5
2388,100335.24
2389,123387.82
2390,133236.32
2391,130531.0
2392,115258.5
2393,155634.5
2394,139233.5
2395,202623.0
2396,152722.87
2397,183977.9
2398,121419.0
2399,80600.44
2400,72624.43
2401,110567.0
2402,137580.75
2403,172927.2
2404,142560.0
2405,152704.0
2406,129560.5
2407,127583.0
2408,134553.79
2409,141565.75
2410,163089.3
2411,122833.0
2412,145299.49
2413,137737.5
2414,130533.0
2415,148590.5
2416,119691.5
2417,124588.04
2418,119492.5
2419,134873.59
2420,126784.5
2421,150688.74
2422,120395.0
2423,139482.78
2424,142690.99
2425,244624.9
2426,136163.87
2427,143058.33
2428,170508.49
2429,116208.5
2430,131761.5
2431,111668.82
2432,131536.0
2433,141027.0
2434,140002.5
2435,144031.75
2436,96870.5
2437,113081.0
2438,124572.0
2439,117138.5
2440,119198.0
2441,116412.5
2442,113350.0
2443,119812.5
2444,119454.86
2445,106387.11
2446,153098.11
2447,182218.35
2448,153215.46
2449,111328.08
2450,144977.87
2451,124449.9
2452,202016.7
2453,91678.11
2454,102394.71
2455,119288.04
2456,136623.5
2457,117623.58
2458,114182.0
2459,111823.5
2460,134474.75
2461,116090.62
2462,138325.86
2463,118700.0
2464,205174.04
2465,121040.5
2466,117683.58
2467,137297.5
2468,96122.32
2469,100834.5
2470,192801.25
2471,205141.9
2472,189863.25
2473,130189.0
2474,105683.82
2475,191940.9
2476,121532.32
2477,128125.0
2478,153195.9
2479,125017.54
2480,129935.14
2481,120647.93
2482,133334.0
2483,114784.0
2484,120412.04
2485,121932.0
2486,148556.02
2487,225033.63
2488,136705.85
2489,142515.0
2490,145884.37
2491,93773.11
2492,179290.58
2493,134538.6
2494,159727.5
2495,115117.75
2496,220094.39
2497,142322.35
2498,120676.0
2499,89221.32
2500,140034.63
2501,140015.24
2502,141361.0
2503,133310.11
2504,190620.1
2505,209836.28
2506,247784.69
2507,246495.4
2508,257565.94
2509,218863.75
2510,228893.61
2511,187758.21
2512,205108.28
2513,216679.22
2514,201368.56
2515,154035.99
2516,165833.84
2517,145118.07
2518,150440.67
2519,220659.25
2520,204104.0
2521,191857.7
2522,221635.42
2523,134426.0
2524,134819.5
2525,138785.5
2526,132948.0
2527,115916.18
2528,131356.5
2529,132229.0
2530,107084.65
2531,256608.7
2532,230776.6
2533,198985.4
2534,245511.48
2535,309416.21
2536,213959.89
2537,198564.13
2538,170998.11
2539,185527.9
2540,178798.31
2541,172577.08
2542,176781.67
2543,133680.5
2544,134522.54
2545,131859.87
2546,141055.5
2547,135382.5
2548,170740.84
2549,164077.84
2550,334217.99
2551,147148.93
2552,122374.58
2553,89240.29
2554,137454.1
2555,102424.0
2556,106492.22
2557,128962.0
2558,206922.4
2559,141006.75
2560,124312.04
2561,118019.42
2562,120468.48
2563,134402.12
2564,178117.17
2565,104890.64
2566,150330.64
2567,124448.33
2568,178813.0
2569,184287.0
2570,117301.81
2571,213492.58
2572,157027.87
2573,206776.1
2574,255608.53
2575,122925.0
2576,138607.99
2577,171316.48
2578,104376.04
2579,72686.65
2580,185712.4
2581,139434.75
2582,121455.0
2583,293774.84
2584,164313.9
2585,200598.62
2586,206237.05
2587,208381.62
2588,136344.95
2589,141230.0
2590,212368.6
2591,187772.32
2592,223699.8
2593,244162.89
2594,186105.47
2595,192782.64
2596,317089.65
2597,201538.71
2598,276329.65
2599,247491.49
2600,125815.28
2601,149718.53
2602,95161.0
2603,96527.72
2604,103120.14
2605,84630.22
2606,141729.5
2607,170981.0
2608,194133.51
2609,156478.17
2610,118419.0
2611,161489.87
2612,154641.5
2613,127731.0
2614,130215.9
2615,141568.0
2616,133025.5
2617,183023.43
2618,176199.0
2619,197991.79
2620,184393.6
2621,187014.22
2622,195881.8
2623,255977.39
2624,268861.23
2625,282237.19
2626,175016.11
2627,182159.83
2628,339790.5
2629,293125.66
2630,296731.68
2631,335497.17
2632,290448.97
2633,311625.44
2634,341868.14
2635,149710.0
2636,184874.97
2637,151276.85
2638,252780.02
2639,182000.27
2640,150808.5
2641,111119.32
2642,210429.2
2643,96485.69
2644,131390.32
2645,104671.0
2646,89397.0
2647,107043.33
2648,139205.5
2649,149550.75
2650,145941.96
2651,146722.0
2652,346933.66
2653,256826.43
2654,243919.02
2655,346162.53
2656,280435.36
2657,333669.28
2658,271714.42
2659,291558.94
2660,300361.14
2661,335905.61
2662,347508.57
2663,285952.87
2664,250968.94
2665,294693.39
2666,246804.06
2667,167879.14
2668,168942.39
2669,176672.14
2670,280634.3
2671,171528.21
2672,179423.0
2673,209845.4
2674,212418.66
2675,169736.83
2676,183686.9
2677,214084.34
2678,255829.78
2679,272093.0
2680,270294.03
2681,328747.26
2682,283061.92
2683,303100.28
2684,287783.55
2685,302574.96
2686,254733.49
2687,314868.05
2688,240930.42
2689,193107.49
2690,348885.09
2691,194622.07
2692,161457.74
2693,188827.97
2694,158730.49
2695,187516.09
2696,183367.55
2697,212116.36
2698,196600.7
2699,199743.32
2700,179172.99
2701,161799.74
2702,111923.93
2703,124089.56
2704,138689.0
2705,126352.0
2706,118230.0
2707,121194.32
2708,130781.5
2709,123532.5
2710,126044.0
2711,253755.47
2712,313575.7
2713,176829.8
2714,149010.42
2715,171289.48
2716,148513.86
2717,170138.92
2718,236165.41
2719,159045.5
2720,158934.75
2721,141132.0
2722,168619.87
2723,140321.5
2724,128866.5
2725,136947.0
2726,151196.0
2727,176207.0
2728,156552.0
2729,150083.82
2730,147026.5
2731,116504.0
2732,116126.0
2733,155152.37
2734,158639.5
2735,136361.0
2736,151513.33
2737,122707.0
2738,167359.5
2739,161481.87
2740,119392.58
2741,142660.5
2742,146467.74
2743,146943.37
2744,150460.0
2745,132281.0
2746,130591.5
2747,120817.82
2748,109675.32
2749,123460.5
2750,128141.91
2751,129314.0
2752,172983.04
2753,144426.25
2754,228480.0
2755,121261.58
2756,88792.66
2757,81755.77
2758,79560.1
2759,149979.75
2760,145952.61
2761,148484.0
2762,153212.5
2763,190717.1
2764,114605.79
2765,245823.35
2766,136986.35
2767,91627.41
2768,158932.0
2769,123417.0
2770,146542.0
2771,123419.5
2772,125947.0
2773,183425.38
2774,149415.5
2775,145225.86
2776,131568.37
2777,147035.39
2778,112648.4
2779,169013.87
2780,116566.5
2781,110073.08
2782,87011.22
2783,120261.04
2784,130186.83
2785,139649.35
2786,74542.2
2787,118918.04
2788,90689.61
2789,212505.72
2790,105669.7
2791,113706.5
2792,88192.72
2793,168927.62
2794,111047.61
2795,119863.2
2796,101331.5
2797,196073.9
2798,117280.36
2799,121294.58
2800,85150.11
2801,115954.0
2802,132492.32
2803,182649.1
2804,115160.24
2805,101877.32
2806,91072.11
2807,159589.14
2808,148578.5
2809,127371.0
2810,138457.0
2811,156481.0
2812,140307.0
2813,187081.7
2814,186668.89
2815,115780.32
2816,223063.29
2817,131409.5
2818,130929.5
2819,139247.02
2820,141833.74
2821,117849.82
2822,177790.5
2823,238721.09
2824,185008.19
2825,107766.56
2826,126683.5
2827,139978.48
2828,241754.4
2829,205061.78
2830,225724.94
2831,191203.72
2832,258929.37
2833,277479.65
2834,209846.55
2835,220386.45
2836,189539.35
2837,146598.0
2838,150882.38
2839,176533.1
2840,198969.35
2841,201286.6
2842,220860.02
2843,146567.68
2844,158626.0
2845,125541.5
2846,207003.4
2847,204062.7
2848,210215.56
2849,208158.43
2850,280536.46
2851,236948.54
2852,239966.23
2853,234209.92
2854,144889.04
2855,206542.47
2856,198685.95
2857,187725.2
2858,192180.05
2859,129753.18
2860,131324.5
2861,135626.0
2862,199001.9
2863,145677.84
2864,248972.63
2865,144717.56
2866,142417.5
2867,89028.22
2868,105419.14
2869,142674.48
2870,134944.87
2871,103343.04
2872,61045.63
2873,113357.08
2874,137615.5
2875,126627.0
2876,155077.04
2877,140131.15
2878,179069.87
2879,138506.99
2880,112579.82
2881,142883.83
2882,144283.87
2883,157871.55
2884,170776.85
2885,169273.58
2886,227081.6
2887,115772.04
2888,123565.5
2889,75571.77
2890,79066.22
2891,141891.87
2892,79426.55
2893,121125.04
2894,75636.44
2895,310440.4
2896,288350.36
2897,190861.25
2898,186565.19
2899,227069.72
2900,154929.0
2901,178894.0
2902,205303.0
2903,327231.83
2904,347257.83
2905,95610.23
2906,194247.82
2907,109278.04
2908,129417.5
2909,186646.2
2910,84409.11
2911,94827.0
2912,155581.5
2913,102655.11
2914,85007.36
2915,89317.08
2916,98435.36
2917,159107.0
2918,143969.07
2919,242344.52
